Entity,Number of data,Hard EM,Soft EM,F1,BEM
PERSON,950,0.4473684210526316,0.9336842105263158,0.47368421052631576,0.7136842105263158
ORG,227,0.29955947136563876,0.8898678414096917,0.3303964757709251,0.8193832599118943
unknown,620,0.31129032258064515,0.7225806451612903,0.3370967741935484,0.7548387096774194
multiple,220,0.35909090909090907,0.8818181818181818,0.39090909090909093,0.759090909090909
QUANTITY,14,0.2857142857142857,0.5714285714285714,0.35714285714285715,0.7142857142857143
LOC,38,0.34210526315789475,0.7631578947368421,0.39473684210526316,0.7894736842105263
GPE,238,0.29411764705882354,0.8739495798319328,0.3319327731092437,0.8109243697478992
DATE,437,0.3890160183066362,0.8489702517162472,0.41647597254004576,0.7116704805491991
NORP,49,0.30612244897959184,0.6938775510204082,0.3673469387755102,0.7346938775510204
ORDINAL,11,0.5454545454545454,0.8181818181818182,0.6363636363636364,0.5454545454545454
CARDINAL,144,0.3819444444444444,0.8125,0.3958333333333333,0.6388888888888888
MONEY,10,0.5,0.9,0.5,0.5
FAC,12,0.3333333333333333,0.75,0.4166666666666667,0.6666666666666666
WORK_OF_ART,13,0.5384615384615384,0.9230769230769231,0.5384615384615384,0.6923076923076923
TIME,7,0.42857142857142855,0.7142857142857143,0.42857142857142855,0.5714285714285714
PERCENT,9,0.4444444444444444,0.8888888888888888,0.5555555555555556,0.6666666666666666
EVENT,7,0.42857142857142855,1.0,0.7142857142857143,0.5714285714285714
LANGUAGE,2,0.0,0.5,0.0,1.0
LAW,3,0.0,0.3333333333333333,0.0,0.6666666666666666
PRODUCT,9,0.2222222222222222,0.6666666666666666,0.2222222222222222,0.7777777777777778
Overall,3020,0.37284768211920527,0.8493377483443708,0.402317880794702,0.7364238410596027
