Entity,Number of data,Hard EM,Soft EM,F1,BEM,Instzero,Human
QUANTITY,19,0.0,0.2631578947368421,0.20754334845006384,1.0,0.7894736842105263,0.7368421052631579
ORDINAL,13,0.0,0.46153846153846156,0.13914566355742825,0.9230769230769231,0.8461538461538461,0.5384615384615384
MONEY,11,0.0,0.36363636363636365,0.1321811591404068,1.0,0.7272727272727273,0.5454545454545454
PERCENT,10,0.0,0.4,0.1318402430902431,0.9,0.7,0.5
TIME,7,0.0,0.14285714285714285,0.10776763488384722,1.0,0.7142857142857143,0.42857142857142855
PERSON,1035,0.04830917874396135,0.5458937198067633,0.19861588076695427,0.8792270531400966,0.6792270531400966,0.6086956521739131
GPE,288,0.020833333333333332,0.6145833333333334,0.17920613213045922,0.8784722222222222,0.8402777777777778,0.75
ORG,198,0.03535353535353535,0.5909090909090909,0.1993180997946404,0.8838383838383839,0.7929292929292929,0.696969696969697
NORP,80,0.0,0.475,0.13126353431568025,0.8875,0.8375,0.7
LOC,46,0.08695652173913043,0.5,0.23409659928592558,0.8478260869565217,0.8478260869565217,0.7391304347826086
WORK_OF_ART,14,0.0,0.21428571428571427,0.10508839691483,0.7857142857142857,0.5,0.2857142857142857
FAC,17,0.0,0.35294117647058826,0.1493771389783045,0.8823529411764706,0.5294117647058824,0.5294117647058824
PRODUCT,13,0.0,0.38461538461538464,0.10759509469916709,0.9230769230769231,0.7692307692307693,0.6923076923076923
EVENT,8,0.0,0.5,0.27010528673835127,1.0,0.875,0.5
LAW,4,0.0,0.5,0.06220323536113011,0.75,1.0,1.0
LANGUAGE,3,0.0,0.3333333333333333,0.10875331564986739,1.0,1.0,1.0
unknown,586,0.025597269624573378,0.4453924914675768,0.12693152505185856,0.8276450511945392,0.825938566552901,0.7218430034129693
Overall,6040,0.294205298013245,0.5498344370860927,0.4054822131313755,0.7885761589403973,0.7357615894039735,0.6721854304635762
chatgpt,chatgpt,chatgpt,chatgpt,chatgpt,chatgpt,chatgpt,chatgpt
DATE,499,0.006012024048096192,0.5270541082164328,0.17760370037901121,0.8677354709418837,0.7655310621242485,0.6733466933867736
CARDINAL,169,0.0,0.5088757396449705,0.12173741081290833,0.893491124260355,0.7455621301775148,0.6804733727810651
QUANTITY,19,0.0,0.3157894736842105,0.15088059260066936,0.8421052631578947,0.6842105263157895,0.7368421052631579
ORDINAL,13,0.0,0.5384615384615384,0.1355081957594179,0.9230769230769231,0.8461538461538461,0.7692307692307693
MONEY,11,0.0,0.45454545454545453,0.08221986346292671,0.9090909090909091,0.6363636363636364,0.7272727272727273
PERCENT,10,0.0,0.4,0.12046077210460773,0.8,0.6,0.4
TIME,7,0.0,0.2857142857142857,0.116826171272757,1.0,0.7142857142857143,0.7142857142857143
PERSON,1035,0.01642512077294686,0.6521739130434783,0.20255918265818149,0.9497584541062802,0.7739130434782608,0.7236714975845411
GPE,288,0.017361111111111112,0.6944444444444444,0.19145368942172503,0.9201388888888888,0.875,0.8020833333333334
ORG,198,0.005050505050505051,0.6666666666666666,0.18003699791367334,0.9292929292929293,0.8838383838383839,0.7575757575757576
NORP,80,0.0,0.5,0.11544215997179899,0.9,0.8375,0.75
LOC,46,0.0,0.5434782608695652,0.18555192037888446,0.8695652173913043,0.8478260869565217,0.8260869565217391
WORK_OF_ART,14,0.0,0.42857142857142855,0.0891588939168144,0.8571428571428571,0.6428571428571429,0.5
FAC,17,0.0,0.35294117647058826,0.10218827693394357,0.8823529411764706,0.5294117647058824,0.4117647058823529
PRODUCT,13,0.0,0.38461538461538464,0.10702925868708363,0.8461538461538461,0.6923076923076923,0.6153846153846154
EVENT,8,0.0,0.625,0.27175766955232056,0.75,1.0,0.75
LAW,4,0.0,0.5,0.06220792226095987,1.0,1.0,0.75
LANGUAGE,3,0.0,0.0,0.061157796451914104,0.6666666666666666,1.0,1.0
unknown,586,0.034129692832764506,0.4863481228668942,0.1357692838026208,0.8276450511945392,0.8668941979522184,0.7679180887372014
Overall,9060,0.2012141280353201,0.5601545253863135,0.32788245685517675,0.8254966887417219,0.7591611479028697,0.6913907284768211
gpt4,gpt4,gpt4,gpt4,gpt4,gpt4,gpt4,gpt4
DATE,499,0.0,0.5370741482965932,0.16732316188942398,0.9098196392785571,0.8356713426853707,0.7535070140280561
CARDINAL,169,0.0,0.5088757396449705,0.1294153728444125,0.9467455621301775,0.834319526627219,0.7041420118343196
QUANTITY,19,0.0,0.21052631578947367,0.16668503330318604,0.8947368421052632,0.7368421052631579,0.7368421052631579
ORDINAL,13,0.0,0.46153846153846156,0.14798169813076553,0.8461538461538461,0.9230769230769231,0.7692307692307693
MONEY,11,0.0,0.36363636363636365,0.09487326942002826,1.0,0.6363636363636364,0.45454545454545453
PERCENT,10,0.0,0.4,0.056561690506923765,1.0,0.7,0.5
TIME,7,0.0,0.42857142857142855,0.20646277319705314,1.0,1.0,0.8571428571428571
PERSON,1035,0.0,0.7294685990338164,0.2066847674250142,0.9729468599033816,0.8541062801932368,0.8115942028985508
GPE,288,0.0,0.6666666666666666,0.1732609095218484,0.9340277777777778,0.9166666666666666,0.8159722222222222
ORG,198,0.0,0.696969696969697,0.2020712940313437,0.9494949494949495,0.8888888888888888,0.797979797979798
NORP,80,0.0,0.525,0.14534178966199704,0.9375,0.95,0.8625
LOC,46,0.0,0.6304347826086957,0.22777814281285624,0.9347826086956522,0.9565217391304348,0.8478260869565217
WORK_OF_ART,14,0.0,0.5714285714285714,0.14866745070345475,0.9285714285714286,0.7857142857142857,0.7142857142857143
FAC,17,0.0,0.5882352941176471,0.2008065182507373,0.9411764705882353,0.8235294117647058,0.7058823529411765
PRODUCT,13,0.0,0.46153846153846156,0.1853909301873103,1.0,0.8461538461538461,0.8461538461538461
EVENT,8,0.0,0.5,0.2759955869140109,0.875,1.0,0.625
LAW,4,0.0,0.5,0.1211904761904762,1.0,1.0,1.0
LANGUAGE,3,0.0,0.0,0.125,0.6666666666666666,1.0,0.6666666666666666
unknown,586,0.0,0.5392491467576792,0.13743259283099288,0.89419795221843,0.9129692832764505,0.7866894197952219
Overall,12080,0.15091059602649007,0.5754966887417219,0.2898648384346258,0.8534768211920529,0.7875,0.7156456953642384
newbing,newbing,newbing,newbing,newbing,newbing,newbing,newbing
DATE,499,0.0,0.5571142284569138,0.10038437113782188,0.8076152304609219,0.811623246492986,0.7094188376753507
CARDINAL,169,0.0,0.5798816568047337,0.087954005858097,0.8875739644970414,0.8165680473372781,0.727810650887574
QUANTITY,19,0.0,0.3157894736842105,0.148748738260445,0.9473684210526315,0.8947368421052632,0.7894736842105263
ORDINAL,13,0.0,0.5384615384615384,0.08659741130329367,0.9230769230769231,1.0,0.6923076923076923
MONEY,11,0.0,0.45454545454545453,0.07535799431794005,0.9090909090909091,0.9090909090909091,0.5454545454545454
PERCENT,10,0.0,0.4,0.033991822377258896,0.7,0.8,0.4
TIME,7,0.0,0.42857142857142855,0.06729199458664631,0.8571428571428571,0.8571428571428571,0.7142857142857143
PERSON,1035,0.0,0.7681159420289855,0.1266076134505359,0.9584541062801932,0.8763285024154589,0.8579710144927536
GPE,288,0.0,0.7118055555555556,0.10059683924147922,0.875,0.9166666666666666,0.8194444444444444
ORG,198,0.0,0.696969696969697,0.1066740547360732,0.9191919191919192,0.8737373737373737,0.8181818181818182
NORP,80,0.0,0.6625,0.08819684466002026,0.825,0.95,0.825
LOC,46,0.0,0.6086956521739131,0.11765928149366012,0.8043478260869565,0.8913043478260869,0.782608695652174
WORK_OF_ART,14,0.0,0.5714285714285714,0.0841350545445659,0.9285714285714286,0.7857142857142857,0.7857142857142857
FAC,17,0.0,0.6470588235294118,0.16985518813411093,0.8235294117647058,0.8823529411764706,0.7647058823529411
PRODUCT,13,0.0,0.46153846153846156,0.03904522900974326,0.8461538461538461,0.7692307692307693,0.7692307692307693
EVENT,8,0.0,0.375,0.09234798325528883,0.5,1.0,0.5
LAW,4,0.0,0.5,0.03244181934675214,0.75,1.0,1.0
LANGUAGE,3,0.0,0.6666666666666666,0.10266489687563816,0.6666666666666666,1.0,1.0
unknown,586,0.0,0.5699658703071673,0.06862129820813435,0.8276450511945392,0.9061433447098977,0.7918088737201365
Overall,15100,0.12072847682119205,0.5919205298013245,0.2524289483099666,0.8594039735099338,0.8048344370860927,0.732317880794702
